county,state_name,cbsa,fips,cbsa_code
Brown County,South Dakota,"Aberdeen, SD",46013,10100
Edmunds County,South Dakota,"Aberdeen, SD",46045,10100
Grays Harbor County,Washington,"Aberdeen, WA",53027,10140
Callahan County,Texas,"Abilene, TX",48059,10180
Jones County,Texas,"Abilene, TX",48253,10180
Taylor County,Texas,"Abilene, TX",48441,10180
Pontotoc County,Oklahoma,"Ada, OK",40123,10220
Lenawee County,Michigan,"Adrian, MI",26091,10300
Aguada Municipio,Puerto Rico,"Aguadilla-Isabela, PR",72003,10380
Aguadilla Municipio,Puerto Rico,"Aguadilla-Isabela, PR",72005,10380
Añasco Municipio,Puerto Rico,"Aguadilla-Isabela, PR",72011,10380
Isabela Municipio,Puerto Rico,"Aguadilla-Isabela, PR",72071,10380
Lares Municipio,Puerto Rico,"Aguadilla-Isabela, PR",72081,10380
Moca Municipio,Puerto Rico,"Aguadilla-Isabela, PR",72099,10380
Rincón Municipio,Puerto Rico,"Aguadilla-Isabela, PR",72117,10380
San Sebastián Municipio,Puerto Rico,"Aguadilla-Isabela, PR",72131,10380
Utuado Municipio,Puerto Rico,"Aguadilla-Isabela, PR",72141,10380
Portage County,Ohio,"Akron, OH",39133,10420
Summit County,Ohio,"Akron, OH",39153,10420
Otero County,New Mexico,"Alamogordo, NM",35035,10460
Dougherty County,Georgia,"Albany, GA",13095,10500
Lee County,Georgia,"Albany, GA",13177,10500
Terrell County,Georgia,"Albany, GA",13273,10500
Worth County,Georgia,"Albany, GA",13321,10500
Linn County,Oregon,"Albany-Lebanon, OR",41043,10540
Albany County,New York,"Albany-Schenectady-Troy, NY",36001,10580
Rensselaer County,New York,"Albany-Schenectady-Troy, NY",36083,10580
Saratoga County,New York,"Albany-Schenectady-Troy, NY",36091,10580
Schenectady County,New York,"Albany-Schenectady-Troy, NY",36093,10580
Schoharie County,New York,"Albany-Schenectady-Troy, NY",36095,10580
Stanly County,North Carolina,"Albemarle, NC",37167,10620
Freeborn County,Minnesota,"Albert Lea, MN",27047,10660
Marshall County,Alabama,"Albertville, AL",1095,10700
Bernalillo County,New Mexico,"Albuquerque, NM",35001,10740
Sandoval County,New Mexico,"Albuquerque, NM",35043,10740
Torrance County,New Mexico,"Albuquerque, NM",35057,10740
Valencia County,New Mexico,"Albuquerque, NM",35061,10740
Coosa County,Alabama,"Alexander City, AL",1037,10760
Tallapoosa County,Alabama,"Alexander City, AL",1123,10760
Grant Parish,Louisiana,"Alexandria, LA",22043,10780
Rapides Parish,Louisiana,"Alexandria, LA",22079,10780
Douglas County,Minnesota,"Alexandria, MN",27041,10820
Duval County,Texas,"Alice, TX",48131,10860
Jim Wells County,Texas,"Alice, TX",48249,10860
Warren County,New Jersey,"Allentown-Bethlehem-Easton, PA-NJ",34041,10900
Carbon County,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",42025,10900
Lehigh County,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",42077,10900
Northampton County,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",42095,10900
Gratiot County,Michigan,"Alma, MI",26057,10940
Alpena County,Michigan,"Alpena, MI",26007,10980
Blair County,Pennsylvania,"Altoona, PA",42013,11020
Jackson County,Oklahoma,"Altus, OK",40065,11060
Armstrong County,Texas,"Amarillo, TX",48011,11100
Carson County,Texas,"Amarillo, TX",48065,11100
Oldham County,Texas,"Amarillo, TX",48359,11100
Potter County,Texas,"Amarillo, TX",48375,11100
Randall County,Texas,"Amarillo, TX",48381,11100
Schley County,Georgia,"Americus, GA",13249,11140
Sumter County,Georgia,"Americus, GA",13261,11140
Boone County,Iowa,"Ames, IA",19015,11180
Story County,Iowa,"Ames, IA",19169,11180
Montgomery County,New York,"Amsterdam, NY",36057,11220
Anchorage Municipality,Alaska,"Anchorage, AK",2020,11260
Matanuska-Susitna Borough,Alaska,"Anchorage, AK",2170,11260
Andrews County,Texas,"Andrews, TX",48003,11380
Steuben County,Indiana,"Angola, IN",18151,11420
Washtenaw County,Michigan,"Ann Arbor, MI",26161,11460
Calhoun County,Alabama,"Anniston-Oxford, AL",1015,11500
Calumet County,Wisconsin,"Appleton, WI",55015,11540
Outagamie County,Wisconsin,"Appleton, WI",55087,11540
DeSoto County,Florida,"Arcadia, FL",12027,11580
Carter County,Oklahoma,"Ardmore, OK",40019,11620
Love County,Oklahoma,"Ardmore, OK",40085,11620
Arecibo Municipio,Puerto Rico,"Arecibo, PR",72013,11640
Camuy Municipio,Puerto Rico,"Arecibo, PR",72027,11640
Hatillo Municipio,Puerto Rico,"Arecibo, PR",72065,11640
Quebradillas Municipio,Puerto Rico,"Arecibo, PR",72115,11640
Clark County,Arkansas,"Arkadelphia, AR",5019,11660
Buncombe County,North Carolina,"Asheville, NC",37021,11700
Haywood County,North Carolina,"Asheville, NC",37087,11700
Henderson County,North Carolina,"Asheville, NC",37089,11700
Madison County,North Carolina,"Asheville, NC",37115,11700
Ashland County,Ohio,"Ashland, OH",39005,11740
Ashtabula County,Ohio,"Ashtabula, OH",39007,11780
Clatsop County,Oregon,"Astoria, OR",41007,11820
Atchison County,Kansas,"Atchison, KS",20005,11860
Athens County,Ohio,"Athens, OH",39009,11900
McMinn County,Tennessee,"Athens, TN",47107,11940
Henderson County,Texas,"Athens, TX",48213,11980
Clarke County,Georgia,"Athens-Clarke County, GA",13059,12020
Madison County,Georgia,"Athens-Clarke County, GA",13195,12020
Oconee County,Georgia,"Athens-Clarke County, GA",13219,12020
Oglethorpe County,Georgia,"Athens-Clarke County, GA",13221,12020
Barrow County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13013,12060
Bartow County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13015,12060
Butts County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13035,12060
Carroll County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13045,12060
Cherokee County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13057,12060
Clayton County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13063,12060
Cobb County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13067,12060
Coweta County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13077,12060
Dawson County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13085,12060
DeKalb County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13089,12060
Douglas County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13097,12060
Fayette County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13113,12060
Forsyth County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13117,12060
Fulton County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13121,12060
Gwinnett County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13135,12060
Haralson County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13143,12060
Heard County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13149,12060
Henry County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13151,12060
Jasper County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13159,12060
Lamar County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13171,12060
Meriwether County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13199,12060
Morgan County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13211,12060
Newton County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13217,12060
Paulding County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13223,12060
Pickens County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13227,12060
Pike County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13231,12060
Rockdale County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13247,12060
Spalding County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13255,12060
Walton County,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA",13297,12060
Atlantic County,New Jersey,"Atlantic City-Hammonton, NJ",34001,12100
Escambia County,Alabama,"Atmore, AL",1053,12120
DeKalb County,Indiana,"Auburn, IN",18033,12140
Cayuga County,New York,"Auburn, NY",36011,12180
Lee County,Alabama,"Auburn-Opelika, AL",1081,12220
Burke County,Georgia,"Augusta-Richmond County, GA-SC",13033,12260
Columbia County,Georgia,"Augusta-Richmond County, GA-SC",13073,12260
Lincoln County,Georgia,"Augusta-Richmond County, GA-SC",13181,12260
McDuffie County,Georgia,"Augusta-Richmond County, GA-SC",13189,12260
Richmond County,Georgia,"Augusta-Richmond County, GA-SC",13245,12260
Aiken County,South Carolina,"Augusta-Richmond County, GA-SC",45003,12260
Edgefield County,South Carolina,"Augusta-Richmond County, GA-SC",45037,12260
Kennebec County,Maine,"Augusta-Waterville, ME",23011,12300
Mower County,Minnesota,"Austin, MN",27099,12380
Bastrop County,Texas,"Austin-Round Rock-Georgetown, TX",48021,12420
Caldwell County,Texas,"Austin-Round Rock-Georgetown, TX",48055,12420
Hays County,Texas,"Austin-Round Rock-Georgetown, TX",48209,12420
Travis County,Texas,"Austin-Round Rock-Georgetown, TX",48453,12420
Williamson County,Texas,"Austin-Round Rock-Georgetown, TX",48491,12420
Decatur County,Georgia,"Bainbridge, GA",13087,12460
Kern County,California,"Bakersfield, CA",6029,12540
Anne Arundel County,Maryland,"Baltimore-Columbia-Towson, MD",24003,12580
Baltimore County,Maryland,"Baltimore-Columbia-Towson, MD",24005,12580
Carroll County,Maryland,"Baltimore-Columbia-Towson, MD",24013,12580
Harford County,Maryland,"Baltimore-Columbia-Towson, MD",24025,12580
Howard County,Maryland,"Baltimore-Columbia-Towson, MD",24027,12580
Queen Anne's County,Maryland,"Baltimore-Columbia-Towson, MD",24035,12580
Baltimore city,Maryland,"Baltimore-Columbia-Towson, MD",24510,12580
Penobscot County,Maine,"Bangor, ME",23019,12620
Sauk County,Wisconsin,"Baraboo, WI",55111,12660
Nelson County,Kentucky,"Bardstown, KY",21179,12680
Barnstable County,Massachusetts,"Barnstable Town, MA",25001,12700
Washington County,Vermont,"Barre, VT",50023,12740
Washington County,Oklahoma,"Bartlesville, OK",40147,12780
Genesee County,New York,"Batavia, NY",36037,12860
Independence County,Arkansas,"Batesville, AR",5063,12900
Sharp County,Arkansas,"Batesville, AR",5135,12900
Ascension Parish,Louisiana,"Baton Rouge, LA",22005,12940
Assumption Parish,Louisiana,"Baton Rouge, LA",22007,12940
East Baton Rouge Parish,Louisiana,"Baton Rouge, LA",22033,12940
East Feliciana Parish,Louisiana,"Baton Rouge, LA",22037,12940
Iberville Parish,Louisiana,"Baton Rouge, LA",22047,12940
Livingston Parish,Louisiana,"Baton Rouge, LA",22063,12940
Pointe Coupee Parish,Louisiana,"Baton Rouge, LA",22077,12940
St. Helena Parish,Louisiana,"Baton Rouge, LA",22091,12940
West Baton Rouge Parish,Louisiana,"Baton Rouge, LA",22121,12940
West Feliciana Parish,Louisiana,"Baton Rouge, LA",22125,12940
Calhoun County,Michigan,"Battle Creek, MI",26025,12980
Bay County,Michigan,"Bay City, MI",26017,13020
Matagorda County,Texas,"Bay City, TX",48321,13060
Gage County,Nebraska,"Beatrice, NE",31067,13100
Hardin County,Texas,"Beaumont-Port Arthur, TX",48199,13140
Jefferson County,Texas,"Beaumont-Port Arthur, TX",48245,13140
Orange County,Texas,"Beaumont-Port Arthur, TX",48361,13140
Dodge County,Wisconsin,"Beaver Dam, WI",55027,13180
Fayette County,West Virginia,"Beckley, WV",54019,13220
Raleigh County,West Virginia,"Beckley, WV",54081,13220
Lawrence County,Indiana,"Bedford, IN",18093,13260
Bee County,Texas,"Beeville, TX",48025,13300
Logan County,Ohio,"Bellefontaine, OH",39091,13340
Whatcom County,Washington,"Bellingham, WA",53073,13380
Beltrami County,Minnesota,"Bemidji, MN",27007,13420
Deschutes County,Oregon,"Bend, OR",41017,13460
Marlboro County,South Carolina,"Bennettsville, SC",45069,13500
Bennington County,Vermont,"Bennington, VT",50003,13540
Coos County,New Hampshire,"Berlin, NH",33007,13620
Mecosta County,Michigan,"Big Rapids, MI",26107,13660
Howard County,Texas,"Big Spring, TX",48227,13700
Wise County,Virginia,"Big Stone Gap, VA",51195,13720
Norton city,Virginia,"Big Stone Gap, VA",51720,13720
Carbon County,Montana,"Billings, MT",30009,13740
Stillwater County,Montana,"Billings, MT",30095,13740
Yellowstone County,Montana,"Billings, MT",30111,13740
Broome County,New York,"Binghamton, NY",36007,13780
Tioga County,New York,"Binghamton, NY",36107,13780
Bibb County,Alabama,"Birmingham-Hoover, AL",1007,13820
Blount County,Alabama,"Birmingham-Hoover, AL",1009,13820
Chilton County,Alabama,"Birmingham-Hoover, AL",1021,13820
Jefferson County,Alabama,"Birmingham-Hoover, AL",1073,13820
St. Clair County,Alabama,"Birmingham-Hoover, AL",1115,13820
Shelby County,Alabama,"Birmingham-Hoover, AL",1117,13820
Burleigh County,North Dakota,"Bismarck, ND",38015,13900
Morton County,North Dakota,"Bismarck, ND",38059,13900
Oliver County,North Dakota,"Bismarck, ND",38065,13900
Bingham County,Idaho,"Blackfoot, ID",16011,13940
Giles County,Virginia,"Blacksburg-Christiansburg, VA",51071,13980
Montgomery County,Virginia,"Blacksburg-Christiansburg, VA",51121,13980
Pulaski County,Virginia,"Blacksburg-Christiansburg, VA",51155,13980
Radford city,Virginia,"Blacksburg-Christiansburg, VA",51750,13980
McLean County,Illinois,"Bloomington, IL",17113,14010
Monroe County,Indiana,"Bloomington, IN",18105,14020
Owen County,Indiana,"Bloomington, IN",18119,14020
Columbia County,Pennsylvania,"Bloomsburg-Berwick, PA",42037,14100
Montour County,Pennsylvania,"Bloomsburg-Berwick, PA",42093,14100
Bland County,Virginia,"Bluefield, WV-VA",51021,14140
Tazewell County,Virginia,"Bluefield, WV-VA",51185,14140
Mercer County,West Virginia,"Bluefield, WV-VA",54055,14140
Wells County,Indiana,"Bluffton, IN",18179,14160
Mississippi County,Arkansas,"Blytheville, AR",5093,14180
Washington Parish,Louisiana,"Bogalusa, LA",22117,14220
Ada County,Idaho,"Boise City, ID",16001,14260
Boise County,Idaho,"Boise City, ID",16015,14260
Canyon County,Idaho,"Boise City, ID",16027,14260
Gem County,Idaho,"Boise City, ID",16045,14260
Owyhee County,Idaho,"Boise City, ID",16073,14260
Fannin County,Texas,"Bonham, TX",48147,14300
Watauga County,North Carolina,"Boone, NC",37189,14380
Hutchinson County,Texas,"Borger, TX",48233,14420
Norfolk County,Massachusetts,"Boston-Cambridge-Newton, MA-NH",25021,14460
Plymouth County,Massachusetts,"Boston-Cambridge-Newton, MA-NH",25023,14460
Suffolk County,Massachusetts,"Boston-Cambridge-Newton, MA-NH",25025,14460
Essex County,Massachusetts,"Boston-Cambridge-Newton, MA-NH",25009,14460
Middlesex County,Massachusetts,"Boston-Cambridge-Newton, MA-NH",25017,14460
Rockingham County,New Hampshire,"Boston-Cambridge-Newton, MA-NH",33015,14460
Strafford County,New Hampshire,"Boston-Cambridge-Newton, MA-NH",33017,14460
Boulder County,Colorado,"Boulder, CO",8013,14500
Allen County,Kentucky,"Bowling Green, KY",21003,14540
Butler County,Kentucky,"Bowling Green, KY",21031,14540
Edmonson County,Kentucky,"Bowling Green, KY",21061,14540
Warren County,Kentucky,"Bowling Green, KY",21227,14540
Gallatin County,Montana,"Bozeman, MT",30031,14580
McKean County,Pennsylvania,"Bradford, PA",42083,14620
Cass County,Minnesota,"Brainerd, MN",27021,14660
Crow Wing County,Minnesota,"Brainerd, MN",27035,14660
Taney County,Missouri,"Branson, MO",29213,14700
Summit County,Colorado,"Breckenridge, CO",8117,14720
Kitsap County,Washington,"Bremerton-Silverdale-Port Orchard, WA",53035,14740
Washington County,Texas,"Brenham, TX",48477,14780
Transylvania County,North Carolina,"Brevard, NC",37175,14820
Fairfield County,Connecticut,"Bridgeport-Stamford-Norwalk, CT",9001,14860
Lincoln County,Mississippi,"Brookhaven, MS",28085,15020
Curry County,Oregon,"Brookings, OR",41015,15060
Brookings County,South Dakota,"Brookings, SD",46011,15100
Haywood County,Tennessee,"Brownsville, TN",47075,15140
Cameron County,Texas,"Brownsville-Harlingen, TX",48061,15180
Brown County,Texas,"Brownwood, TX",48049,15220
Brantley County,Georgia,"Brunswick, GA",13025,15260
Glynn County,Georgia,"Brunswick, GA",13127,15260
McIntosh County,Georgia,"Brunswick, GA",13191,15260
Crawford County,Ohio,"Bucyrus-Galion, OH",39033,15340
Erie County,New York,"Buffalo-Cheektowaga, NY",36029,15380
Niagara County,New York,"Buffalo-Cheektowaga, NY",36063,15380
Cassia County,Idaho,"Burley, ID",16031,15420
Minidoka County,Idaho,"Burley, ID",16067,15420
Henderson County,Illinois,"Burlington, IA-IL",17071,15460
Des Moines County,Iowa,"Burlington, IA-IL",19057,15460
Alamance County,North Carolina,"Burlington, NC",37001,15500
Chittenden County,Vermont,"Burlington-South Burlington, VT",50007,15540
Franklin County,Vermont,"Burlington-South Burlington, VT",50011,15540
Grand Isle County,Vermont,"Burlington-South Burlington, VT",50013,15540
Silver Bow County,Montana,"Butte-Silver Bow, MT",30093,15580
Missaukee County,Michigan,"Cadillac, MI",26113,15620
Wexford County,Michigan,"Cadillac, MI",26165,15620
Gordon County,Georgia,"Calhoun, GA",13129,15660
St. Mary's County,Maryland,"California-Lexington Park, MD",24037,15680
Dorchester County,Maryland,"Cambridge, MD",24019,15700
Guernsey County,Ohio,"Cambridge, OH",39059,15740
Calhoun County,Arkansas,"Camden, AR",5013,15780
Ouachita County,Arkansas,"Camden, AR",5103,15780
Green County,Kentucky,"Campbellsville, KY",21087,15820
Taylor County,Kentucky,"Campbellsville, KY",21217,15820
Fremont County,Colorado,"Cañon City, CO",8043,15860
Carroll County,Ohio,"Canton-Massillon, OH",39019,15940
Stark County,Ohio,"Canton-Massillon, OH",39151,15940
Lee County,Florida,"Cape Coral-Fort Myers, FL",12071,15980
Alexander County,Illinois,"Cape Girardeau, MO-IL",17003,16020
Bollinger County,Missouri,"Cape Girardeau, MO-IL",29017,16020
Cape Girardeau County,Missouri,"Cape Girardeau, MO-IL",29031,16020
Jackson County,Illinois,"Carbondale-Marion, IL",17077,16060
Johnson County,Illinois,"Carbondale-Marion, IL",17087,16060
Williamson County,Illinois,"Carbondale-Marion, IL",17199,16060
Eddy County,New Mexico,"Carlsbad-Artesia, NM",35015,16100
Carroll County,Iowa,"Carroll, IA",19027,16140
Carson City,Nevada,"Carson City, NV",32510,16180
Natrona County,Wyoming,"Casper, WY",56025,16220
Iron County,Utah,"Cedar City, UT",49021,16260
Benton County,Iowa,"Cedar Rapids, IA",19011,16300
Jones County,Iowa,"Cedar Rapids, IA",19105,16300
Linn County,Iowa,"Cedar Rapids, IA",19113,16300
Polk County,Georgia,"Cedartown, GA",13233,16340
Mercer County,Ohio,"Celina, OH",39107,16380
Muhlenberg County,Kentucky,"Central City, KY",21177,16420
Marion County,Illinois,"Centralia, IL",17121,16460
Lewis County,Washington,"Centralia, WA",53041,16500
Franklin County,Pennsylvania,"Chambersburg-Waynesboro, PA",42055,16540
Champaign County,Illinois,"Champaign-Urbana, IL",17019,16580
Piatt County,Illinois,"Champaign-Urbana, IL",17147,16580
Boone County,West Virginia,"Charleston, WV",54005,16620
Clay County,West Virginia,"Charleston, WV",54015,16620
Jackson County,West Virginia,"Charleston, WV",54035,16620
Kanawha County,West Virginia,"Charleston, WV",54039,16620
Lincoln County,West Virginia,"Charleston, WV",54043,16620
Coles County,Illinois,"Charleston-Mattoon, IL",17029,16660
Cumberland County,Illinois,"Charleston-Mattoon, IL",17035,16660
Berkeley County,South Carolina,"Charleston-North Charleston, SC",45015,16700
Charleston County,South Carolina,"Charleston-North Charleston, SC",45019,16700
Dorchester County,South Carolina,"Charleston-North Charleston, SC",45035,16700
Anson County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",37007,16740
Cabarrus County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",37025,16740
Gaston County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",37071,16740
Iredell County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",37097,16740
Lincoln County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",37109,16740
Mecklenburg County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",37119,16740
Rowan County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",37159,16740
Union County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",37179,16740
Chester County,South Carolina,"Charlotte-Concord-Gastonia, NC-SC",45023,16740
Lancaster County,South Carolina,"Charlotte-Concord-Gastonia, NC-SC",45057,16740
York County,South Carolina,"Charlotte-Concord-Gastonia, NC-SC",45091,16740
Albemarle County,Virginia,"Charlottesville, VA",51003,16820
Fluvanna County,Virginia,"Charlottesville, VA",51065,16820
Greene County,Virginia,"Charlottesville, VA",51079,16820
Nelson County,Virginia,"Charlottesville, VA",51125,16820
Charlottesville city,Virginia,"Charlottesville, VA",51540,16820
Catoosa County,Georgia,"Chattanooga, TN-GA",13047,16860
Dade County,Georgia,"Chattanooga, TN-GA",13083,16860
Walker County,Georgia,"Chattanooga, TN-GA",13295,16860
Hamilton County,Tennessee,"Chattanooga, TN-GA",47065,16860
Marion County,Tennessee,"Chattanooga, TN-GA",47115,16860
Sequatchie County,Tennessee,"Chattanooga, TN-GA",47153,16860
Laramie County,Wyoming,"Cheyenne, WY",56021,16940
Cook County,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI",17031,16980
DuPage County,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI",17043,16980
Grundy County,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI",17063,16980
McHenry County,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI",17111,16980
Will County,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI",17197,16980
DeKalb County,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI",17037,16980
Kane County,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI",17089,16980
Kendall County,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI",17093,16980
Jasper County,Indiana,"Chicago-Naperville-Elgin, IL-IN-WI",18073,16980
Lake County,Indiana,"Chicago-Naperville-Elgin, IL-IN-WI",18089,16980
Newton County,Indiana,"Chicago-Naperville-Elgin, IL-IN-WI",18111,16980
Porter County,Indiana,"Chicago-Naperville-Elgin, IL-IN-WI",18127,16980
Lake County,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI",17097,16980
Kenosha County,Wisconsin,"Chicago-Naperville-Elgin, IL-IN-WI",55059,16980
Butte County,California,"Chico, CA",6007,17020
Ross County,Ohio,"Chillicothe, OH",39141,17060
Dearborn County,Indiana,"Cincinnati, OH-KY-IN",18029,17140
Franklin County,Indiana,"Cincinnati, OH-KY-IN",18047,17140
Ohio County,Indiana,"Cincinnati, OH-KY-IN",18115,17140
Union County,Indiana,"Cincinnati, OH-KY-IN",18161,17140
Boone County,Kentucky,"Cincinnati, OH-KY-IN",21015,17140
Bracken County,Kentucky,"Cincinnati, OH-KY-IN",21023,17140
Campbell County,Kentucky,"Cincinnati, OH-KY-IN",21037,17140
Gallatin County,Kentucky,"Cincinnati, OH-KY-IN",21077,17140
Grant County,Kentucky,"Cincinnati, OH-KY-IN",21081,17140
Kenton County,Kentucky,"Cincinnati, OH-KY-IN",21117,17140
Pendleton County,Kentucky,"Cincinnati, OH-KY-IN",21191,17140
Brown County,Ohio,"Cincinnati, OH-KY-IN",39015,17140
Butler County,Ohio,"Cincinnati, OH-KY-IN",39017,17140
Clermont County,Ohio,"Cincinnati, OH-KY-IN",39025,17140
Hamilton County,Ohio,"Cincinnati, OH-KY-IN",39061,17140
Warren County,Ohio,"Cincinnati, OH-KY-IN",39165,17140
Doddridge County,West Virginia,"Clarksburg, WV",54017,17220
Harrison County,West Virginia,"Clarksburg, WV",54033,17220
Taylor County,West Virginia,"Clarksburg, WV",54091,17220
Coahoma County,Mississippi,"Clarksdale, MS",28027,17260
Christian County,Kentucky,"Clarksville, TN-KY",21047,17300
Trigg County,Kentucky,"Clarksville, TN-KY",21221,17300
Montgomery County,Tennessee,"Clarksville, TN-KY",47125,17300
Stewart County,Tennessee,"Clarksville, TN-KY",47161,17300
Lake County,California,"Clearlake, CA",6033,17340
Bolivar County,Mississippi,"Cleveland, MS",28011,17380
Bradley County,Tennessee,"Cleveland, TN",47011,17420
Polk County,Tennessee,"Cleveland, TN",47139,17420
Cuyahoga County,Ohio,"Cleveland-Elyria, OH",39035,17460
Geauga County,Ohio,"Cleveland-Elyria, OH",39055,17460
Lake County,Ohio,"Cleveland-Elyria, OH",39085,17460
Lorain County,Ohio,"Cleveland-Elyria, OH",39093,17460
Medina County,Ohio,"Cleveland-Elyria, OH",39103,17460
Hendry County,Florida,"Clewiston, FL",12051,17500
Clinton County,Iowa,"Clinton, IA",19045,17540
Curry County,New Mexico,"Clovis, NM",35009,17580
Coamo Municipio,Puerto Rico,"Coamo, PR",72043,17620
Salinas Municipio,Puerto Rico,"Coco, PR",72123,17640
Kootenai County,Idaho,"Coeur d'Alene, ID",16055,17660
Montgomery County,Kansas,"Coffeyville, KS",20125,17700
Branch County,Michigan,"Coldwater, MI",26023,17740
Brazos County,Texas,"College Station-Bryan, TX",48041,17780
Burleson County,Texas,"College Station-Bryan, TX",48051,17780
Robertson County,Texas,"College Station-Bryan, TX",48395,17780
El Paso County,Colorado,"Colorado Springs, CO",8041,17820
Teller County,Colorado,"Colorado Springs, CO",8119,17820
Boone County,Missouri,"Columbia, MO",29019,17860
Cooper County,Missouri,"Columbia, MO",29053,17860
Howard County,Missouri,"Columbia, MO",29089,17860
Calhoun County,South Carolina,"Columbia, SC",45017,17900
Fairfield County,South Carolina,"Columbia, SC",45039,17900
Kershaw County,South Carolina,"Columbia, SC",45055,17900
Lexington County,South Carolina,"Columbia, SC",45063,17900
Richland County,South Carolina,"Columbia, SC",45079,17900
Saluda County,South Carolina,"Columbia, SC",45081,17900
Russell County,Alabama,"Columbus, GA-AL",1113,17980
Chattahoochee County,Georgia,"Columbus, GA-AL",13053,17980
Harris County,Georgia,"Columbus, GA-AL",13145,17980
Marion County,Georgia,"Columbus, GA-AL",13197,17980
Muscogee County,Georgia,"Columbus, GA-AL",13215,17980
Stewart County,Georgia,"Columbus, GA-AL",13259,17980
Talbot County,Georgia,"Columbus, GA-AL",13263,17980
Bartholomew County,Indiana,"Columbus, IN",18005,18020
Lowndes County,Mississippi,"Columbus, MS",28087,18060
Platte County,Nebraska,"Columbus, NE",31141,18100
Delaware County,Ohio,"Columbus, OH",39041,18140
Fairfield County,Ohio,"Columbus, OH",39045,18140
Franklin County,Ohio,"Columbus, OH",39049,18140
Hocking County,Ohio,"Columbus, OH",39073,18140
Licking County,Ohio,"Columbus, OH",39089,18140
Madison County,Ohio,"Columbus, OH",39097,18140
Morrow County,Ohio,"Columbus, OH",39117,18140
Perry County,Ohio,"Columbus, OH",39127,18140
Pickaway County,Ohio,"Columbus, OH",39129,18140
Union County,Ohio,"Columbus, OH",39159,18140
Merrimack County,New Hampshire,"Concord, NH",33013,18180
Fayette County,Indiana,"Connersville, IN",18041,18220
Jackson County,Tennessee,"Cookeville, TN",47087,18260
Overton County,Tennessee,"Cookeville, TN",47133,18260
Putnam County,Tennessee,"Cookeville, TN",47141,18260
Coos County,Oregon,"Coos Bay, OR",41011,18300
Crisp County,Georgia,"Cordele, GA",13081,18380
Alcorn County,Mississippi,"Corinth, MS",28003,18420
Habersham County,Georgia,"Cornelia, GA",13137,18460
Steuben County,New York,"Corning, NY",36101,18500
Nueces County,Texas,"Corpus Christi, TX",48355,18580
San Patricio County,Texas,"Corpus Christi, TX",48409,18580
Navarro County,Texas,"Corsicana, TX",48349,18620
